ID,ATTi1,ATTi1R,ATTi2,ATTi3,ATTc1,ATTc1R,ATTc2,ATTc3,PNA1_t1,PNA2_t1,PNA3_t1,PNA4_t1,PNA5_t1,PNA6_t1,PNA7_t1,PNA8_t1,PNA9_t1,PNA10_t1,PNA11_t1,PNA12_t1,MMX1_t1,MMX2_t1,MMX3_t1,MMX4_t1,MMX5_t1,KSI1_t1,KSI2_t1,KSI3_t1,KSI4_t1,CS1_t1,CS2_t1,CS3_t1,WE1_t1,WE2_t1,WE3_t1,WE4_t1,WE5_t1,WE6_t1,WE7_t1,WE8_t1,WE9_t1,SD1_t1,SD2_t1,SD3_t1,SD4_t1,SD5_t1,PA_life_t1,PA_health_t1,PA_work_t1,JD1,JD2,JD3,JD4,JD4_R,JD5,KN1,KN2,KN3,KN4,TD1,TD2,TD3,OPEN1,OPEN2,OPEN3,IDg1_t1,IDw1_t1,IDg2_t1,IDw2_t1,age_t1,gender_t1,edu_t1,SO_t1,COMexp_year,COMexp_mon,GOUexp_year,GOUexp_mon,GOU_n,level,level_2,IND,IND_other,SS1,SS2,BJW1,BJW2,BJW3,BJW4,BJW5,BJW6,PNA1_t2,PNA3_t2,PNA5_t2,PNA6_t2,PNA7_t2,PNA8_t2,PNA9_t2,PNA10_t2,PNA11_t2,PNA12_t2,MMX1_t2,MMX2_t2,MMX3_t2,MMX4_t2,MMX5_t2,KSI1_t2,KSI2_t2,KSI3_t2,KSI4_t2,CS1_t2,CS2_t2,CS3_t2,WE1_t2,WE2_t2,WE3_t2,WE4_t2,WE5_t2,WE6_t2,WE7_t2,WE8_t2,WE9_t2,PA_life_t2,PA_health_t2,PA_work_t2,BSRS1,BSRS2,BSRS3,BSRS4,BSRS5,SE1,SE2,SE2_R,SD1_t2,SD2_t2,SD3_t2,SD4_t2,SD5_t2,LON1,LON2,LON3,LON3_R,LON4,LON5,LON6,LON6_R,LON7,LON8,IDg1_t2,IDw1_t2,IDg2_t2,IDw2_t2,VOTE1,VOTE1_other,VOTE2,VOTE3,VOTE4,age_t2,gender_t2,edu_t2,SO_t2,REL,mPA_t1_4,mPA_t1_6,mNA_t1,mMMX_t1,mKSI_t1,mCS_t1,mWE_t1,mSD_t1,mJD_t1,mKN_t1,mTD_t1,mOPEN_t1,mSS_t2,mBJW_t2,mPA_t2,mNA_t2,mMMX_t2,mKSI_t2,mCS_t2,mWE_t2,mBSRS_t2,mSE_t2,mSD_t2,mLON_t2,xPA,xNA,xMMX,xKSI,xCS,xWE,xSD,xPAlife,xPAhealth,xPAwork,midAtti,midAttc,xsAtti,xyAttic,ysAttc,SOdummy,Wellbeiing_allT1,ATTi_both,ATTc_both,xATT_imc,xATT_ab,absxPA,absxKSI,tenure_group,xPA6,xPA4,mPA_t1
12,3,3.00,4,3,4,2.00,4,4,2,1,1,1,1,2,2,2,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,1,1,1,5,1,4,3,1,5,3,5,2,4,4,3,4,2,4,5,2,3,3,3,3,1,1,1,1,1,6,6,1,1,30,0,6,1,3,.0,3,.0,34,1, ,4, ,2,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,1,1,1,5,1,1,1,2,3,3,3,2,1,3,3,3,3,4,1,5,2,3,4,2,4,2,2,2,4,2,2,5,5,5,1,1, ,1,1,4,30,0,6,1,7,1.50,1.33,1.40,3.20,3.00,3.00,1.89,3.20,4.00,2.75,1.67,1.00,2.50,1.33,1.25,1.40,3.00,3.00,3.00,1.89,2.40,3.00,3.00,2.88,-.25,.00,-.20,.00,.00,.00,-.20,-4.00,-1.00,-2.00,.00,1.00,.00,.00,1.00,1.00,3.67,3.50,3.00,.50,.50,.08,.00,3.00,-.08,-.25,1.50
152,3,3.00,4,4,4,2.00,4,3,4,3,2,3,2,3,1,5,1,1,1,4,5,5,5,5,4,5,5,5,5,4,4,4,3,3,3,3,3,2,2,4,2,1,1,1,3,2,7,3,4,4,4,4,3,3,3,3,3,3,3,4,4,1,4,4,3,5,4,3,4,35,0,7,1,7,3.0,3,1.0,11,1, ,4, ,2,2,1,2,3,3,2,3,3,1,1,3,1,4,2,1,1,3,3,2,4,4,3,4,4,3,4,4,4,4,3,3,3,3,4,4,3,4,3,7,4,4,2,2,2,2,1,4,1,5,1,1,1,2,1,1,1,3,3,1,1,2,4,3,2,4,4,5,4,6, ,1,3,7,35,0,7,1,6,2.75,2.83,2.40,4.80,5.00,4.00,2.78,1.60,3.60,3.00,3.00,3.67,2.00,2.33,2.00,2.20,3.20,3.75,4.00,3.33,1.80,4.50,1.20,2.00,-.75,-.20,-1.60,-1.25,.00,.56,-.40,.00,1.00,.00,.00,1.00,.00,.00,1.00,1.00,4.67,3.50,3.00,.50,.50,.83,1.25,3.08,-.83,-.75,2.75
182,2,4.00,4,4,3,3.00,4,2,3,4,4,4,3,2,4,5,4,2,5,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,3,4,2,2,2,3,2,4,4,4,4,4,6,2,5,3,3,4,3,3,4,4,3,3,2,4,3,2,4,2,2,5,6,4,4,32,1,7,1,3,6.0,3,6.0,5,1, ,16, ,2,2,3,3,4,3,2,4,4,3,1,2,4,3,3,4,5,4,3,4,3,4,4,2,4,2,4,3,3,4,3,4,3,3,2,2,3,4,3,6,2,5,3,3,4,4,5,3,4,2,4,4,4,4,3,4,4,2,4,3,4,3,3,4,4,6,6,5,4,1, ,1,3,4,32,1,7,1,6,3.00,3.33,4.40,3.60,3.75,3.67,2.89,4.00,3.40,3.00,3.00,2.67,2.00,3.17,2.50,3.80,3.60,3.00,3.33,3.00,3.80,2.50,3.80,3.75,-.50,-.60,.00,-.75,-.33,.11,-.20,.00,.00,.00,-1.00,.00,1.00,.00,.00,1.00,4.33,4.00,3.50,.50,.50,.83,.75,3.50,-.83,-.50,3.00
120,1,5.00,5,4,1,5.00,4,3,4,4,3,4,4,4,2,3,1,2,2,3,4,4,4,4,4,5,5,5,5,4,4,4,4,4,3,2,3,3,3,4,2,2,2,1,4,1,8,3,5,3,3,3,4,2,4,4,4,4,4,4,4,3,4,4,4,2,4,6,4,34,0,7,1,3,1.0,3,1.0,40,2, ,16, ,3,3,1,1,3,3,2,1,3,3,3,3,1,2,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,2,3,3,2,7,4,4,1,1,2,2,2,4,1,5,2,2,1,4,1,2,1,3,3,1,2,4,2,3,3,3,4,6,4,1, ,1,3,3,34,0,7,1,7,3.75,3.83,2.20,4.00,5.00,4.00,3.11,2.00,3.00,4.00,3.67,4.00,3.00,1.83,3.00,1.80,4.00,4.00,4.00,2.78,1.60,4.50,2.00,2.13,-.75,-.40,.00,-1.00,.00,-.33,.00,-1.00,1.00,-1.00,-2.00,-2.00,4.00,4.00,4.00,1.00,5.33,5.00,4.50,.50,.50,.83,1.00,3.08,-.83,-.75,3.75
197,2,4.00,4,3,3,3.00,4,3,4,3,3,4,3,4,2,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,1,2,1,8,3,6,2,2,1,1,5,2,4,4,4,4,4,4,4,4,4,4,2,5,5,5,63,0,6,1,20,2.0,20,2.0,20,4, ,1, ,3,3,3,4,4,4,4,4,4,3,4,4,2,2,2,2,2,2,4,4,5,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,8,3,6,2,2,1,1,1,5,2,4,2,2,1,1,1,2,1,4,2,1,1,4,2,1,1,2,5,5,5,1, ,2,1,2,63,0,6,1,6,3.50,3.50,2.40,4.00,4.00,4.00,3.89,1.60,2.40,4.00,4.00,4.00,3.00,3.83,3.75,2.00,4.20,4.75,5.00,4.00,1.40,4.50,1.40,1.38,.25,-.40,.20,.75,1.00,.11,-.20,.00,.00,.00,-1.00,.00,1.00,.00,.00,1.00,5.67,4.00,3.50,.50,.50,.25,.75,20.17,.25,.25,3.50
59,1,5.00,4,4,2,4.00,4,4,3,3,2,3,2,3,1,4,2,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,2,2,2,1,4,4,5,5,4,3,3,4,2,1,2,4,2,3,3,3,2,3,2,3,3,3,3,4,4,6,6,2,26,1,7,1,1,9.0,1,9.0,186,1, ,16, ,3,3,2,2,3,4,2,4,2,2,1,1,2,5,1,1,3,5,4,4,4,4,2,4,4,3,4,4,3,4,2,2,2,1,1,2,2,2,1,3,3,2,2,1,4,4,3,3,2,4,5,5,5,5,5,3,4,3,3,2,2,2,4,2,4,5,5,6,2,3, ,2,3,2,26,1,7,1,7,2.50,2.67,2.80,4.00,4.00,4.00,1.56,4.40,2.00,2.75,2.67,3.33,3.00,2.83,1.50,3.20,3.60,3.75,3.67,1.67,2.80,3.50,5.00,3.00,-1.00,.40,-.40,-.25,-.33,.11,.60,.00,.00,-2.00,-2.00,-1.00,4.00,2.00,1.00,1.00,3.33,4.50,4.00,.50,.50,1.17,.25,1.75,-1.17,-1.00,2.50
63,2,4.00,5,4,2,4.00,4,3,4,4,3,4,3,4,4,4,1,1,3,4,4,3,5,3,3,5,5,4,5,4,4,3,3,3,3,4,2,2,4,3,3,3,2,1,2,3,6,3,6,3,3,2,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4,6,4,27,0,7,1,0,8.0,0,8.0,4,1, ,1, ,1,2,2,2,1,1,3,4,4,3,4,4,3,3,1,2,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,4,3,2,2,3,3,2,7,3,5,2,3,3,3,2,4,2,4,3,3,1,2,2,1,2,3,3,2,3,2,4,1,1,4,4,5,4,1, ,2,4,3,27,0,7,1,4,3.50,3.67,3.20,3.60,4.75,3.67,3.00,2.20,2.80,4.00,3.00,4.00,1.50,2.17,3.75,3.00,3.60,4.00,3.00,2.78,2.60,4.00,2.20,2.13,.25,-.20,.00,-.75,-.67,-.22,.00,1.00,.00,-1.00,-1.00,-1.00,1.00,1.00,1.00,1.00,5.00,4.50,4.00,.50,.50,.08,.75,.67,.08,.25,3.50
67,3,3.00,4,3,4,2.00,4,3,2,4,3,4,3,2,1,2,1,1,1,3,4,5,4,4,3,3,3,3,4,4,4,4,3,3,3,4,3,3,4,3,3,4,3,2,3,3,7,3,5,4,3,3,3,3,4,4,4,4,5,4,5,4,4,4,5,4,4,5,4,31,1,6,1,1,.0,1,.0,12,1, ,1, ,2,2,3,3,3,2,2,3,3,2,2,3,3,3,2,2,2,4,4,4,3,4,3,3,4,4,4,3,3,3,3,3,3,2,2,2,3,3,2,6,3,3,2,3,4,3,2,3,3,3,4,3,3,3,4,2,3,4,2,1,2,2,4,3,2,4,5,4,3,4, ,3,3,4,31,1,6,1,7,2.50,3.00,1.60,4.00,3.25,4.00,3.22,3.00,3.40,4.25,4.33,4.33,2.00,2.67,2.50,2.80,3.60,3.75,3.00,2.56,2.80,3.00,3.40,2.38,.00,1.20,-.40,.50,-1.00,-.67,.40,-1.00,.00,-2.00,.00,1.00,.00,.00,1.00,1.00,5.00,3.50,3.00,.50,.50,.50,.50,1.00,-.50,.00,2.50
6,2,4.00,4,3,3,3.00,4,3,4,4,4,4,4,4,2,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,8,3,5,4,4,3,4,2,2,4,4,4,4,4,4,2,4,4,4,3,5,5,5,38,0,6,1,7,2.0,7,2.0,3,2, ,4, ,3,3,2,3,4,2,2,2,4,3,3,3,2,2,1,1,1,2,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,7,3,5,2,1,1,1,2,4,2,4,3,3,2,3,2,2,2,4,2,2,2,4,2,2,2,5,5,5,5,1, ,3,3,3,38,0,6,1,1,4.00,4.00,1.80,4.00,4.00,4.00,4.00,2.60,3.00,4.00,3.33,4.00,3.00,2.50,3.25,1.60,4.40,4.00,4.00,3.78,1.40,4.00,2.60,2.00,-.75,-.20,.40,.00,.00,-.22,.00,-1.00,.00,.00,-1.00,.00,1.00,.00,.00,1.00,5.33,4.00,3.50,.50,.50,.75,.00,7.17,-.75,-.75,4.00
11,1,5.00,4,4,2,4.00,4,4,3,3,3,3,3,3,1,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,3,3,2,2,2,2,2,7,2,4,2,2,2,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,5,4,35,1,6,1,5,6.0,5,6.0,5,1, ,13, ,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,2,2,2,2,1,2,2,6,3,3,1,2,2,2,2,4,3,3,3,3,3,3,3,2,3,3,3,2,1,3,3,2,3,4,5,6,4,1, ,3,1,3,35,1,6,1,6,3.00,3.00,1.60,4.00,4.00,4.00,2.67,2.00,2.40,3.50,3.00,4.00,3.50,2.00,2.00,2.60,4.00,4.00,3.33,1.89,1.80,3.50,3.00,2.38,-1.00,1.00,.00,.00,-.67,-.78,1.00,-1.00,1.00,-1.00,-2.00,-1.00,4.00,2.00,1.00,1.00,4.33,4.50,4.00,.50,.50,1.00,.00,5.50,-1.00,-1.00,3.00
23,1,5.00,4,4,2,4.00,4,4,4,4,3,4,2,2,1,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,2,4,3,3,2,4,2,8,3,4,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,24,0,6,1,0,6.0,0,6.0,12,1, ,9, ,3,3,2,2,3,3,4,4,3,4,2,2,4,3,4,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,2,3,2,3,6,3,4,3,3,2,2,4,4,4,2,4,4,4,4,4,3,2,2,4,3,4,4,2,2,3,5,5,5,3,1, ,3,2,3,24,0,6,1,6,2.75,3.17,3.00,4.00,4.00,4.00,3.78,2.80,3.00,4.00,4.00,4.00,3.00,3.00,2.75,3.40,4.00,4.00,3.67,3.11,2.80,3.00,4.00,2.88,.00,.40,.00,.00,-.33,-.67,1.20,-2.00,.00,.00,-2.00,-1.00,4.00,2.00,1.00,1.00,5.00,4.50,4.00,.50,.50,.42,.00,.50,-.42,.00,2.75
54,2,4.00,5,5,2,4.00,4,3,3,4,4,4,4,4,2,5,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,2,4,4,3,3,4,4,2,4,2,9,4,5,3,2,1,4,2,4,5,5,5,5,5,5,4,5,4,5,5,6,6,5,27,1,7,1,4,1.0,4,1.0,3,2, ,12, ,4,4,2,3,3,4,2,3,3,3,4,4,2,4,3,3,4,5,4,4,5,3,3,5,5,5,5,5,4,4,3,3,4,4,3,3,4,4,3,8,3,5,4,3,4,3,2,4,2,4,3,3,2,4,3,1,1,4,2,1,2,3,3,3,4,6,6,6,5,1, ,3,2,3,27,1,6,1,6,3.75,3.83,3.40,5.00,5.00,5.00,3.44,3.20,2.40,5.00,4.67,4.67,4.00,2.83,3.50,3.60,3.80,5.00,4.33,3.44,3.20,4.00,3.00,2.13,-.25,.20,-1.20,.00,-.67,.00,-.20,-1.00,-1.00,.00,-1.00,-1.00,1.00,1.00,1.00,1.00,6.00,4.50,4.00,.50,.50,.33,.00,4.08,-.33,-.25,3.75
183,1,5.00,4,4,2,4.00,4,3,4,4,1,4,2,2,4,4,3,3,3,4,5,3,4,4,4,4,4,4,3,3,3,3,3,2,3,3,2,2,3,4,1,3,3,1,3,2,6,2,5,3,3,2,4,2,2,3,4,3,3,3,3,2,4,3,4,5,4,5,3,26,0,6,1,1,3.0,1,3.0,59,1, ,1, ,2,2,2,1,2,1,2,3,3,3,2,1,3,4,3,2,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,3,2,4,3,3,3,4,3,3,2,3,4,3,3,4,5,2,4,2,4,4,2,3,4,5,4,2,4,4,4,2,4,4,4,5,5,6,3,1, ,4,3,4,26,0,6,1,3,2.25,2.83,3.60,4.00,3.75,3.00,2.56,2.40,2.40,3.25,2.67,3.67,2.00,1.83,2.25,3.60,3.80,3.75,3.67,3.11,3.80,2.00,3.40,4.13,.00,.00,-.20,.00,.67,.56,1.00,-3.00,.00,-2.00,-2.00,-1.00,4.00,2.00,1.00,1.00,4.33,4.50,4.00,.50,.50,.58,.00,1.25,-.58,.00,2.25
88,1,5.00,5,5,2,4.00,4,3,2,2,2,2,2,2,3,4,2,2,2,4,2,3,4,3,3,3,4,3,4,3,3,3,2,2,2,3,2,2,2,4,2,4,4,2,3,4,4,1,2,3,4,5,1,5,2,3,3,3,3,3,3,3,3,2,2,4,5,6,3,26,1,7,0,0,7.0,0,7.0,4,1, ,0,傳播媒體,1,1,2,1,3,3,2,3,2,2,2,2,4,4,3,3,3,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,3,2,4,1,2,4,4,4,4,3,3,2,4,4,4,3,4,4,2,2,2,4,1,2,3,3,4,2,4,5,6,2,1, ,2,2,3,26,1,7,0,3,2.00,2.00,3.00,3.00,3.50,3.00,2.33,3.40,3.80,3.00,3.00,2.33,1.00,2.33,2.00,3.60,3.40,3.25,3.00,2.56,3.80,3.50,3.80,2.50,.00,.60,.40,-.25,.00,.22,.40,.00,.00,.00,-2.00,-1.00,4.00,2.00,1.00,.00,2.33,5.00,4.00,1.00,1.00,.00,.25,.58,.00,.00,2.00
142,1,5.00,5,2,4,4.00,4,4,2,3,4,4,4,5,4,3,4,5,4,4,3,2,2,4,4,4,5,3,3,2,3,2,2,2,2,1,2,2,2,5,4,3,2,4,5,2,2,4,4,3,2,4,5,3,4,3,4,4,3,2,3,4,3,4,4,6,2,27,1,6,2,1,1,1,1.0,10,1.0,,9, ,4,2.0,2,4,2,2,2,3,4,3,3,4,3,3,2,1,3,3,4,4,4,4,3,4,4,4,4,3,3,3,2,2,2,3,2,3,3,3,3,8,2,3,3,2,2,2,3,4,2,4,3,3,2,4,2,3,1,2,4,2,4,3,3,3,1,5,5,6,3,1,,6,2.0,3,27,1,6,2,2,4,4,3.00,4.25,3.80,2.00,3.60,4.00,2.44,3.00,3.33,3.00,2.50,3.50,4.17,3.80,3.25,2.80,2.56,2.40,4.00,3.22,2.63,.00,-.23,.80,-.50,-1.00,.56,-.80,3.00,.78,1.00,1.00,-1.00,-2.00,2.00,1.00,.00,3.00,5.00,.00,,5.00,4.00,1.00,,,,10.08,,-.50,3.75
137,1,5.00,5,5,2,4.00,4,4,3,3,3,4,4,4,1,3,1,2,3,3,4,5,4,4,4,3,5,5,5,4,4,5,3,4,3,5,3,3,5,5,3,1,2,1,2,2,9,3,6,4,3,3,2,4,4,2,5,2,4,4,5,4,5,5,5,4,6,6,4,25,1,7,1,0,3.5,0,3.5,18,1, ,16, ,4,3,2,2,4,4,2,4,3,3,5,4,2,3,1,2,2,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,8,3,5,1,2,2,1,2,4,2,4,3,3,2,2,1,2,1,4,2,2,2,4,2,3,3,4,4,6,4,4, ,3,4,2,25,1,7,4,7,3.50,3.50,2.20,4.20,4.50,4.33,3.78,1.60,3.60,3.25,4.33,5.00,3.50,3.00,3.75,2.20,3.60,4.00,4.00,3.67,1.60,4.00,2.20,2.13,.25,.00,-.60,-.50,-.33,-.11,.60,-1.00,.00,-1.00,-2.00,-1.00,4.00,2.00,1.00,.00,6.00,5.00,4.00,1.00,1.00,.25,.50,.29,.25,.25,3.50
36,1,5.00,5,5,2,4.00,4,4,4,4,4,4,3,4,4,4,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,1,8,3,6,3,2,2,4,2,1,4,4,4,4,4,4,4,4,4,4,5,5,6,5,26,0,7,2,0,1.0,0,1.0,9,1, ,0,顧問業,2,2,2,2,5,3,3,3,4,4,4,4,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,3,5,1,2,2,1,1,5,2,4,2,2,2,2,1,1,1,4,2,2,2,5,1,2,1,6,5,6,4,6, ,3,4,7,26,0,7,2,7,3.75,3.83,2.80,4.00,4.00,4.00,3.78,1.80,2.00,4.00,4.00,4.00,2.00,3.00,4.00,3.20,4.00,4.00,4.00,4.00,1.40,4.50,1.80,1.50,.25,.40,.00,.00,.00,.22,.00,.00,.00,-1.00,-2.00,-1.00,4.00,2.00,1.00,.00,5.67,5.00,4.00,1.00,1.00,.17,.00,.08,.17,.25,3.75
53,1,5.00,5,5,2,4.00,4,2,4,3,3,3,1,1,3,5,1,3,2,4,4,5,4,4,4,3,4,4,4,4,3,3,2,2,2,4,2,1,3,2,2,3,2,4,4,3,7,3,3,1,1,2,4,2,2,5,5,4,4,3,4,4,5,3,4,4,4,6,3,32,0,7,2,1,5.0,1,5.0,8,1, ,13, ,2,2,2,2,3,4,1,4,2,2,2,3,3,3,1,1,4,3,3,4,4,5,5,3,4,4,4,4,4,4,2,3,2,3,2,2,3,2,2,7,3,3,1,1,3,2,4,2,4,2,1,1,3,2,1,1,1,1,5,2,2,4,2,4,3,4,4,6,3,1, ,3,4,3,32,0,7,2,6,2.25,2.50,3.00,4.20,3.75,3.33,2.22,3.20,1.60,4.50,3.67,4.00,2.00,2.67,2.25,2.80,4.20,3.75,4.00,2.33,2.20,2.00,1.60,2.50,.00,-.20,.00,.00,.67,.11,-1.60,.00,.00,.00,-2.00,-1.00,4.00,2.00,1.00,.00,4.33,5.00,4.00,1.00,1.00,.25,.00,1.42,-.25,.00,2.25
68,1,5.00,5,5,2,4.00,4,3,3,4,4,4,3,3,4,2,5,3,5,5,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,3,3,2,3,2,7,3,5,4,3,1,5,1,2,3,4,4,4,4,3,3,5,4,4,6,6,6,5,27,1,6,3,1,.0,1,.0,14,1, ,13, ,3,3,3,3,3,2,3,2,2,3,2,2,2,4,2,2,2,4,3,3,4,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,6,3,3,2,2,2,2,1,4,2,4,2,2,2,3,2,1,1,2,4,1,1,2,4,1,1,6,6,6,5,1, ,3,1,3,27,1,6,3,7,3.25,3.50,4.20,4.20,4.00,4.00,3.67,2.60,2.20,3.75,3.33,4.33,3.00,2.67,2.25,2.80,3.20,3.75,3.00,3.11,1.80,4.00,2.20,1.75,-1.00,-1.40,-1.00,-.25,-1.00,-.56,-.40,-1.00,.00,-2.00,-2.00,-1.00,4.00,2.00,1.00,.00,5.00,5.00,4.00,1.00,1.00,1.25,.25,1.00,-1.25,-1.00,3.25
83,1,5.00,5,5,2,4.00,4,3,3,3,3,4,3,3,2,4,3,2,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,3,2,4,3,3,3,3,3,2,4,2,6,2,5,4,1,2,4,2,2,4,4,4,4,4,3,3,3,3,3,4,5,6,4,28,1,7,4,0,2.0,0,2.0,7,1, ,1, ,3,3,3,2,4,4,2,4,3,2,2,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,4,3,4,3,7,3,5,2,2,2,3,1,4,2,4,2,2,2,4,1,1,1,3,3,2,1,4,2,2,2,4,5,6,4,1, ,3,3,3,28,1,7,4,7,3.00,3.17,3.40,4.20,4.00,4.00,3.00,2.80,2.20,4.00,3.33,3.00,3.00,3.17,2.50,3.60,3.80,4.00,4.00,3.22,2.00,4.00,2.20,1.75,-.50,.20,-.40,.00,.00,.22,-.60,1.00,1.00,.00,-2.00,-1.00,4.00,2.00,1.00,.00,4.33,5.00,4.00,1.00,1.00,.67,.00,.17,-.67,-.50,3.00
93,1,5.00,5,5,2,4.00,4,4,2,2,2,2,2,2,2,4,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,2,1,3,3,2,4,4,3,4,3,4,2,5,5,3,3,2,4,2,4,4,4,4,3,3,2,4,4,4,4,4,6,4,27,0,7,4,0,8.0,0,8.0,50,1, ,12, ,2,2,3,3,3,3,2,2,2,3,2,2,3,3,2,3,2,3,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3,4,2,2,3,3,3,5,2,5,2,2,2,2,2,3,3,3,2,3,2,4,3,3,2,2,4,2,2,3,3,3,3,4,4,6,4,1, ,3,1,2,27,0,7,4,7,2.00,2.00,2.80,4.00,4.00,4.00,2.33,3.60,3.40,4.00,2.67,4.00,2.00,2.67,2.25,2.60,3.40,4.00,3.67,2.89,2.00,3.00,2.80,2.75,.25,-.20,-.60,.00,-.33,.56,-.80,1.00,.00,.00,-2.00,-1.00,4.00,2.00,1.00,.00,3.67,5.00,4.00,1.00,1.00,.25,.00,.67,.25,.25,2.00
119,1,5.00,5,5,2,4.00,4,4,4,4,4,4,3,4,4,4,4,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,2,2,2,3,4,2,4,4,5,2,4,3,2,2,4,2,4,4,4,3,3,4,3,2,3,3,3,5,4,6,3,31,0,7,2,1,9.0,1,9.0,160,1, ,16, ,4,4,1,1,1,1,1,1,2,2,2,2,4,5,5,2,5,5,4,4,4,4,4,3,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,3,4,2,4,4,4,3,4,4,3,3,2,4,4,3,3,3,3,5,5,5,6,2,1, ,3,1,5,31,0,7,2,7,3.75,3.83,4.40,4.00,4.00,4.00,2.11,3.40,2.60,3.50,3.00,3.00,4.00,1.00,2.00,4.80,4.00,3.75,3.00,2.00,4.00,4.00,3.80,3.50,-1.75,.40,.00,-.25,-1.00,-.11,.40,-3.00,.00,-2.00,-2.00,-1.00,4.00,2.00,1.00,.00,3.67,5.00,4.00,1.00,1.00,1.83,.25,1.75,-1.83,-1.75,3.75
124,1,5.00,5,4,2,4.00,4,3,3,2,3,2,2,2,4,5,2,4,3,5,4,4,5,3,3,4,4,4,5,3,3,2,3,2,2,1,2,1,2,4,2,4,5,2,3,4,6,2,3,4,4,3,1,5,5,3,4,3,4,5,4,4,5,5,2,1,5,6,3,25,1,6,4,0,1.0,0,1.0,8,1, ,12, ,2,2,2,2,2,3,2,3,2,1,2,2,3,5,3,4,3,5,4,4,4,3,3,3,4,4,5,3,3,2,2,1,2,2,1,2,2,4,2,6,3,2,4,5,4,5,3,4,3,3,4,5,2,3,5,2,1,1,5,2,3,3,3,3,3,2,4,6,2,1, ,3,2,4,25,1,6,4,6,2.50,2.33,3.80,3.80,4.25,2.67,2.11,3.60,4.20,3.50,4.33,4.00,2.00,2.33,1.75,3.80,3.60,4.00,2.67,2.00,4.20,3.50,3.80,2.75,-.75,.00,-.20,-.25,.00,-.11,.20,.00,1.00,-1.00,-2.00,-1.00,4.00,2.00,1.00,.00,3.67,5.00,4.00,1.00,1.00,.58,.25,.08,-.58,-.75,2.50
